milk,country,type,fat_content,texture,rind,color,flavor,aroma,vegetarian,vegan
14,51,61,2,237,7,15,441,228,1,0
4,52,38,2,238,7,4,456,87,0,0
4,52,47,2,250,2,15,475,127,0,0
4,52,39,2,250,10,11,359,285,0,0
13,77,48,2,279,9,15,306,152,0,0
7,52,54,2,248,9,15,469,145,1,0
4,77,48,2,247,9,11,134,228,1,0
13,50,61,2,279,7,15,432,76,0,0
14,51,61,2,157,7,15,441,228,0,0
4,52,47,2,244,7,15,465,96,0,0
4,52,39,2,253,11,11,164,268,0,0
4,52,39,2,253,7,11,164,268,0,0
4,52,47,2,244,7,15,525,147,0,0
7,52,54,2,248,9,15,469,145,0,0
4,52,61,2,250,7,8,164,87,0,0
13,35,61,2,284,10,15,312,0,0,0
4,40,58,2,279,10,11,552,304,1,0
4,52,39,2,253,4,11,164,268,0,0
4,52,38,2,238,7,8,3,87,0,0
4,52,39,2,253,7,11,164,268,0,0
4,52,39,2,253,7,11,164,268,0,0
4,52,39,2,253,11,11,164,268,0,0
13,35,61,2,284,10,15,312,0,0,0
13,35,61,2,284,10,15,312,0,0,0
13,50,61,2,279,7,15,432,76,0,0
4,77,21,2,234,7,8,165,68,0,0
4,52,38,2,238,7,8,179,87,0,0
4,52,47,2,250,10,6,475,256,0,0
4,52,47,2,250,2,16,475,129,0,0
4,52,39,2,250,6,11,359,285,0,0
13,35,61,2,284,10,15,312,0,0,0
4,52,48,2,259,7,11,282,36,0,0
7,52,54,2,248,9,15,469,145,1,0
19,52,39,2,279,3,15,553,87,0,0
4,77,21,2,234,7,8,165,68,0,0
4,52,47,2,246,7,8,522,84,0,0
4,77,21,2,234,7,8,165,68,0,0
4,52,62,2,285,7,15,118,127,1,0
4,52,39,2,253,7,11,164,268,0,0
19,52,39,2,279,10,11,553,87,1,0
4,52,38,2,238,7,11,268,87,0,0
4,52,47,2,244,7,15,343,175,0,0
13,35,61,2,284,10,15,312,0,0,0
19,52,39,2,279,7,15,553,87,0,0
13,50,61,2,279,7,15,432,76,1,0
4,52,62,2,285,7,15,598,127,1,0
19,2,39,2,168,6,11,464,127,0,0
19,2,39,2,168,7,11,464,127,0,0
4,52,47,2,250,9,11,475,127,0,0
14,51,61,2,67,7,15,441,228,1,0
19,52,39,2,279,9,11,553,87,0,0
19,2,39,2,168,10,11,464,127,0,0
4,40,58,2,279,10,11,552,304,1,0
4,52,47,2,244,7,15,577,40,0,0
4,52,47,2,246,7,8,522,84,0,0
4,52,39,2,250,0,11,359,285,0,0
4,40,58,2,279,10,11,552,304,0,0
4,52,39,2,250,7,11,359,285,0,0
4,52,47,2,244,7,15,475,299,1,0
4,52,61,2,250,7,11,164,87,1,0
4,52,47,2,244,7,15,64,249,0,0
14,51,61,2,195,7,15,441,228,0,0
4,52,47,2,250,9,0,475,190,0,0
4,57,38,2,250,7,15,531,268,0,0
4,52,61,2,250,7,15,164,87,0,0
4,52,39,2,249,7,15,523,299,0,0
4,57,38,2,250,7,15,531,310,0,0
4,52,47,2,250,6,14,475,285,0,0
4,52,62,2,285,7,15,433,127,0,0
4,52,39,2,249,7,15,523,299,0,0
4,77,21,2,234,7,8,165,68,0,0
13,77,48,2,279,9,15,306,152,0,0
4,40,58,2,279,10,11,552,304,1,0
4,52,61,2,250,7,11,164,87,1,0
19,2,39,2,168,9,11,464,127,0,0
19,2,39,2,168,7,11,464,127,0,0
4,35,57,0,166,9,11,133,127,1,0
4,35,48,0,160,7,15,469,255,0,0
4,14,2,0,126,9,8,103,115,1,0
4,77,37,0,151,9,8,449,228,0,0
4,35,57,0,166,9,11,133,127,1,0
4,77,23,0,250,9,11,506,235,1,0
4,14,2,0,126,9,16,103,115,1,0
4,14,2,0,126,9,15,103,115,0,0
4,77,57,0,148,9,11,498,96,0,0
4,77,37,0,151,7,8,449,228,1,0
4,77,21,0,59,7,11,455,217,1,0
4,48,38,0,255,0,16,596,256,1,0
4,77,39,0,19,7,11,244,211,1,0
4,77,45,0,273,10,8,456,280,0,0
4,48,38,0,255,0,16,596,256,1,0
4,72,21,0,279,10,4,278,290,0,0
4,77,39,0,19,7,11,244,211,1,0
4,77,39,0,19,7,11,244,211,1,0
4,50,25,0,165,7,16,342,164,0,0
4,74,27,0,250,9,5,467,228,0,0
4,14,38,0,239,9,8,506,40,0,0
4,35,48,0,160,7,15,469,255,0,0
4,35,48,0,160,7,15,469,255,0,0
4,77,23,0,250,9,11,506,145,1,0
4,77,39,0,19,7,11,244,211,1,0
4,77,21,0,59,7,11,455,217,1,0
4,77,21,0,202,7,16,506,245,0,0
4,77,23,0,250,9,11,506,307,1,0
4,35,57,0,166,9,11,133,127,1,0
4,34,47,0,130,9,16,469,115,0,0
4,35,57,0,166,9,11,133,127,1,0
4,77,48,0,148,7,4,508,235,1,0
4,77,57,0,148,9,11,498,145,0,0
9,77,39,0,147,7,16,229,194,1,0
4,77,48,0,148,7,4,508,235,1,0
4,34,47,0,130,9,16,469,89,0,0
4,48,38,0,255,0,16,596,256,1,0
4,35,48,0,160,7,15,469,255,0,0
4,35,57,0,166,9,11,133,127,0,0
4,77,39,0,19,7,11,244,211,1,0
4,77,37,0,151,7,8,449,228,1,0
4,35,48,0,160,7,15,469,255,0,0
4,77,21,0,59,7,15,455,217,1,0
4,77,39,0,147,7,16,229,194,1,0
4,50,25,0,165,7,16,342,164,0,0
4,77,57,0,148,9,11,498,127,0,0
4,77,48,0,148,7,4,508,235,1,0
4,77,37,0,151,6,8,449,228,0,0
4,77,57,0,148,9,11,498,0,0,0
4,48,38,0,255,0,16,596,256,1,0
4,77,45,0,273,10,8,456,280,0,0
4,74,27,0,250,9,5,467,229,0,0
4,77,57,0,148,9,11,498,304,0,0
4,77,48,0,148,7,4,508,235,1,0
4,77,39,0,19,7,11,244,211,1,0
4,48,38,0,255,0,16,596,256,1,0
4,74,27,0,250,9,5,467,83,0,0
4,77,57,0,148,9,11,498,27,0,0
13,77,39,0,147,7,16,229,194,1,0
4,14,38,0,239,9,8,506,40,1,0
4,35,48,0,160,7,15,469,255,0,0
4,77,37,0,151,9,8,449,228,0,0
13,77,39,0,147,7,16,229,194,1,0
4,77,37,0,151,5,8,449,228,0,0
4,14,38,0,239,9,8,506,40,0,0
13,77,20,0,273,7,16,138,160,1,0
4,77,48,0,148,7,4,508,235,1,0
4,35,48,0,160,7,15,469,255,0,0
13,77,20,0,273,7,16,138,160,1,0
4,34,47,0,130,9,16,469,238,0,0
4,35,48,0,160,7,15,469,255,0,0
13,77,20,0,273,7,16,138,160,1,0
4,72,21,0,279,10,4,278,290,0,0
4,35,57,0,166,9,11,133,127,1,0
4,34,47,0,130,9,16,469,118,0,0
4,72,21,0,279,10,4,278,290,0,0
4,77,39,0,19,7,11,244,211,1,0
4,77,37,0,151,2,8,449,228,0,0
4,14,2,0,126,9,14,103,115,1,0
4,77,23,0,250,9,11,506,257,1,0
4,50,25,0,165,7,16,342,164,0,0
4,77,37,0,151,10,8,449,228,0,0
4,77,21,0,59,7,16,455,217,1,0
4,77,21,0,59,7,15,455,217,1,0
4,72,21,0,279,10,4,278,290,0,0
4,77,21,0,202,7,16,506,245,0,0
4,74,27,0,250,9,5,467,132,0,0
4,35,57,0,166,9,11,133,127,1,0
4,34,47,0,130,9,16,469,14,0,0
4,35,57,0,166,9,11,133,127,1,0
4,34,47,0,130,9,16,469,50,0,0
4,77,37,0,151,7,8,449,228,0,0
4,77,39,0,19,7,11,244,211,1,0
4,48,38,0,255,0,16,596,256,1,0
4,72,21,0,279,10,4,278,290,0,0
4,14,38,0,239,9,8,506,40,0,0
4,77,21,0,202,7,16,506,245,0,0
4,77,21,0,59,7,15,455,217,1,0
4,77,39,0,19,7,11,244,211,1,0
4,77,37,0,151,9,8,449,228,1,0
4,77,21,0,59,7,11,455,217,1,0
4,72,21,0,279,10,4,278,290,0,0
4,77,21,0,59,7,15,455,217,1,0
4,77,21,0,202,7,16,506,245,0,0
4,35,48,0,160,7,15,469,255,0,0
5,77,39,0,147,7,16,229,194,1,0
4,77,21,0,59,7,8,455,217,1,0
4,72,21,0,279,10,4,278,290,0,0
4,77,21,0,202,7,16,506,245,0,0
4,77,39,0,147,7,16,229,194,1,0
4,35,57,0,166,9,11,133,127,1,0
4,34,47,0,130,9,16,469,38,0,0
4,35,48,0,160,7,15,469,255,0,0
4,35,48,0,160,7,15,469,255,0,0
4,74,27,0,250,9,5,467,127,0,0
13,77,20,0,273,7,16,138,160,1,0
4,77,23,0,250,9,11,506,185,1,0
4,35,57,0,166,9,11,133,127,1,0
4,50,25,0,165,7,16,342,164,0,0
4,77,57,0,148,9,11,498,187,0,0
4,77,21,0,202,7,16,506,245,0,0
4,35,57,0,166,9,11,133,127,0,0
13,77,20,0,273,7,16,138,160,1,0
4,35,48,0,160,7,15,469,255,0,0
4,14,2,0,126,9,15,103,115,0,0
4,77,57,0,148,9,11,498,123,0,0
13,77,20,0,273,7,16,138,160,1,0
4,35,57,0,166,9,11,133,127,1,0
4,77,23,0,250,9,11,506,137,1,0
4,48,38,0,255,0,16,596,256,1,0
4,74,27,0,250,9,5,467,96,0,0
13,77,20,0,273,7,16,138,160,1,0
4,77,45,0,273,10,8,456,280,0,0
4,77,39,0,19,7,11,244,211,1,0
4,77,39,0,19,7,11,244,211,1,0
4,14,2,0,126,9,11,103,115,0,0
4,35,57,0,166,9,11,133,127,0,0
4,72,21,0,279,10,4,278,290,0,0
4,72,21,0,279,10,4,278,290,0,0
13,77,20,0,273,7,16,138,160,1,0
4,34,47,0,130,9,16,469,231,0,0
4,77,21,0,59,7,15,455,217,1,0
4,35,57,0,166,9,11,133,127,0,0
4,77,45,0,273,10,8,456,280,0,0
4,77,37,0,151,7,8,449,228,1,0
4,34,47,0,130,9,16,469,304,0,0
4,77,21,0,202,7,16,506,245,0,0
4,72,21,0,279,10,4,278,290,0,0
4,77,23,0,250,9,11,506,235,1,0
4,74,27,0,250,9,5,467,87,0,0
4,77,39,0,19,7,11,244,211,1,0
4,35,48,0,160,7,15,469,255,0,0
4,34,47,0,130,9,16,469,245,0,0
4,50,25,0,165,7,16,342,164,0,0
4,50,25,0,165,7,16,342,164,0,0
4,77,39,0,19,7,11,244,211,1,0
4,35,57,0,166,9,11,133,127,1,0
4,48,38,0,255,0,16,596,256,1,0
4,77,21,0,59,7,15,455,217,1,0
4,50,25,0,165,7,16,342,164,0,0
4,77,21,0,202,7,16,506,245,0,0
4,50,25,0,165,7,16,342,164,0,0
4,50,25,0,165,7,16,342,164,0,0
4,50,25,0,165,7,16,342,164,0,0
4,48,38,0,255,0,16,596,256,1,0
4,48,38,0,255,0,16,596,256,1,0
4,77,21,0,202,7,16,506,245,0,0
4,72,21,0,279,10,4,278,290,0,0
4,72,21,0,279,10,4,278,290,0,0
4,77,23,0,250,9,11,506,40,1,0
4,48,38,0,255,0,16,596,256,1,0
4,77,39,0,19,7,11,244,211,1,0
4,77,45,0,273,10,8,456,280,0,0
4,77,57,0,148,9,11,498,285,0,0
4,14,2,0,126,9,8,103,115,0,0
4,50,25,0,165,7,16,342,164,0,0
4,77,45,0,273,10,8,456,280,0,0
4,77,21,0,202,7,16,506,245,0,0
4,48,38,0,255,0,16,596,256,1,0
4,77,45,0,273,10,8,456,280,0,0
4,14,2,0,126,9,11,103,115,0,0
4,14,38,0,239,9,8,506,40,0,0
4,14,38,0,239,9,8,506,40,0,0
4,72,21,0,279,10,4,278,290,0,0
4,34,47,0,130,9,16,469,0,0,0
4,77,45,0,273,10,8,456,280,0,0
4,14,38,0,239,9,8,506,40,0,0
4,77,21,0,59,7,0,455,217,1,0
4,77,57,0,148,9,11,498,239,0,0
4,77,23,0,250,9,11,506,304,1,0
4,77,21,0,59,7,4,455,217,1,0
4,77,23,0,250,9,11,506,228,1,0
4,35,57,0,166,9,11,133,127,1,0
4,34,47,0,130,9,16,469,307,0,0
4,72,21,0,279,10,4,278,290,0,0
4,77,37,0,151,5,8,449,228,0,0
4,35,57,0,166,9,11,133,127,0,0
4,77,48,0,148,7,4,508,235,1,0
4,77,37,0,151,7,8,449,228,1,0
4,72,21,0,279,10,4,278,290,0,0
4,14,2,0,126,9,15,103,115,0,0
4,77,48,0,148,7,4,508,235,1,0
4,74,27,0,250,9,5,467,145,0,0
4,77,21,0,59,7,15,455,217,1,0
4,35,57,0,166,9,11,133,127,1,0
4,14,38,0,239,9,8,506,40,0,0
4,14,38,0,239,9,8,506,40,0,0
4,50,25,0,165,7,16,342,164,0,0
4,48,38,0,255,0,16,596,256,1,0
4,72,21,0,279,10,4,278,290,0,0
4,14,38,0,239,9,8,506,40,1,0
4,77,39,0,19,7,11,244,211,1,0
4,77,21,0,202,7,16,506,245,0,0
4,77,21,0,202,7,16,506,245,0,0
4,34,47,0,130,9,16,469,229,0,0
4,34,47,0,130,9,16,469,275,0,0
4,77,21,0,59,7,4,455,217,1,0
4,77,23,0,250,9,11,506,181,1,0
4,14,38,0,239,9,8,506,40,1,0
4,14,38,0,239,9,8,506,40,0,0
4,77,21,0,59,7,14,455,217,1,0
4,72,21,0,279,10,4,278,290,0,0
4,14,2,0,126,9,16,103,115,1,0
4,50,25,0,165,7,16,342,164,0,0
4,77,37,0,151,7,8,449,228,1,0
4,77,57,0,148,9,11,498,294,0,0
4,77,45,0,273,10,8,456,280,0,0
4,77,37,0,151,9,8,449,228,0,0
4,77,21,0,59,7,15,455,217,1,0
4,14,38,0,239,9,8,506,40,0,0
4,77,21,0,59,7,7,455,217,1,0
4,77,48,0,148,7,4,508,235,1,0
13,77,39,0,147,7,16,229,194,1,0
4,77,48,0,148,7,4,508,235,1,0
4,48,38,0,255,0,16,596,256,1,0
4,77,21,0,59,7,15,455,217,1,0
4,14,38,0,239,9,8,506,40,1,0
4,34,47,0,130,9,16,469,255,0,0
4,77,57,0,148,9,11,498,97,0,0
4,72,21,0,279,10,4,278,290,0,0
4,77,57,0,148,9,11,498,171,0,0
4,72,21,0,279,10,4,278,290,0,0
4,77,39,0,147,7,16,229,194,1,0
4,14,38,0,239,9,8,506,40,0,0
4,77,37,0,151,7,8,449,228,1,0
4,35,57,0,166,9,11,133,127,1,0
4,77,21,0,59,7,8,455,217,1,0
4,50,25,0,165,7,16,342,164,0,0
4,72,21,0,279,10,4,278,290,0,0
4,14,38,0,239,9,8,506,40,1,0
4,77,71,2,125,9,15,32,127,1,0
4,77,14,2,45,7,11,133,56,1,0
4,4,47,2,237,9,15,284,249,1,0
4,52,47,2,243,9,3,576,294,0,0
1,4,80,2,160,9,15,380,1,1,0
13,4,14,2,171,9,15,51,78,1,0
4,4,47,2,237,9,15,284,249,1,0
4,15,47,2,279,7,14,488,6,0,0
4,77,71,2,125,9,15,32,127,1,0
4,4,47,2,237,9,15,284,249,1,0
4,9,47,2,250,10,16,3,0,0,0
4,77,71,2,125,9,15,32,127,1,0
1,4,80,2,234,9,15,143,5,1,0
1,4,13,2,279,9,15,336,181,1,0
13,4,14,2,171,9,15,51,78,1,0
4,15,47,2,279,7,15,488,6,0,0
4,77,14,2,45,7,11,133,56,1,0
13,4,14,2,171,9,15,51,78,1,0
13,4,14,2,171,9,15,51,78,1,0
4,9,47,2,180,10,16,3,0,0,0
19,53,14,2,178,5,15,143,145,0,0
4,15,47,2,279,10,14,488,6,0,0
13,24,48,2,285,9,15,433,304,0,0
13,4,14,2,171,9,15,51,78,1,0
4,4,14,2,171,9,15,144,147,1,0
4,19,47,2,245,8,11,442,141,1,0
19,53,14,2,178,5,15,143,145,0,0
13,24,48,2,285,9,15,433,304,0,0
4,4,14,2,171,9,15,144,147,0,0
4,15,47,2,279,9,15,488,6,0,0
4,48,57,2,248,0,16,531,268,1,0
4,4,14,2,171,7,15,144,147,0,0
4,4,47,2,237,9,15,284,249,1,0
19,53,14,2,178,5,15,143,145,0,0
4,4,47,2,237,9,15,284,249,1,0
4,4,14,2,171,8,15,144,147,0,0
13,4,14,2,171,7,15,388,137,1,0
4,48,57,2,248,0,16,531,268,1,0
1,4,39,2,250,9,15,210,127,1,0
1,4,45,2,180,9,15,1,294,1,0
4,52,47,2,243,10,3,576,294,0,0
4,4,47,2,237,9,15,284,249,1,0
4,4,14,2,171,11,15,144,147,1,0
4,4,14,2,171,2,15,144,147,0,0
4,52,47,2,243,7,3,576,294,1,0
18,19,47,2,245,8,11,442,141,1,0
4,19,47,2,245,8,11,442,141,1,0
4,52,47,2,243,7,3,576,294,0,0
13,19,47,2,245,8,11,442,141,1,0
4,9,47,2,253,10,16,3,0,0,0
4,4,14,2,171,10,15,144,147,1,0
4,77,71,2,125,9,15,32,127,1,0
4,77,14,2,45,7,11,133,56,1,0
13,4,14,2,171,2,15,388,137,1,0
4,9,47,2,259,10,16,3,0,0,0
4,15,47,2,279,10,0,488,6,0,0
4,9,47,2,11,10,16,3,0,0,0
4,77,71,2,125,9,15,32,127,1,0
4,15,47,2,279,10,15,488,6,0,0
13,4,14,2,171,7,15,388,137,0,0
4,77,71,2,125,9,15,32,127,1,0
13,24,48,2,285,9,15,433,304,1,0
4,77,14,2,45,10,11,133,56,1,0
13,4,14,2,171,10,15,388,137,0,0
4,4,14,2,171,6,15,144,147,1,0
4,19,47,2,245,8,11,442,141,1,0
13,24,48,2,285,9,15,433,304,1,0
4,4,47,2,237,9,15,284,249,1,0
13,4,14,2,171,7,15,388,137,1,0
4,4,47,2,237,9,15,284,249,1,0
4,15,47,2,279,7,3,488,6,0,0
13,24,48,2,285,9,15,433,304,1,0
4,77,14,2,45,7,11,133,56,1,0
4,4,14,2,171,7,15,144,147,0,0
4,52,47,2,243,9,3,576,294,0,0
4,4,14,2,171,5,15,144,147,0,0
4,77,71,2,125,9,15,32,127,1,0
4,4,14,2,171,7,15,144,147,0,0
4,4,47,2,237,9,15,284,249,1,0
13,4,14,2,171,9,15,51,78,1,0
4,52,47,2,243,6,3,576,294,1,0
4,9,47,2,160,10,16,3,0,0,0
4,19,47,2,245,8,11,442,141,1,0
4,48,57,2,248,0,16,531,268,1,0
4,77,14,2,45,7,11,133,56,1,0
13,24,48,2,285,9,15,433,304,0,0
13,4,14,2,171,9,15,51,78,1,0
4,77,14,2,45,7,11,133,56,1,0
13,24,48,2,285,9,15,433,304,1,0
13,19,47,2,245,8,11,442,141,1,0
19,53,14,2,178,5,15,143,145,0,0
19,53,14,2,178,5,15,143,145,0,0
4,4,47,2,237,9,15,284,249,1,0
4,77,14,2,45,7,11,133,56,1,0
19,53,14,2,178,5,15,143,145,0,0
4,4,47,2,237,9,15,284,249,1,0
4,52,47,2,243,7,3,576,294,0,0
13,24,48,2,285,9,15,433,304,0,0
4,4,47,2,237,9,15,284,249,1,0
4,4,14,2,171,5,15,144,147,1,0
13,24,48,2,285,9,15,433,304,0,0
4,4,47,2,237,9,15,284,249,1,0
4,19,47,2,245,8,11,442,141,1,0
4,77,14,2,45,7,11,133,56,1,0
4,19,47,2,245,8,11,442,141,1,0
4,52,47,2,243,9,3,576,294,1,0
4,52,47,2,243,9,3,576,294,0,0
13,4,14,2,171,9,15,51,78,1,0
9,19,47,2,245,8,11,442,141,1,0
4,77,71,2,125,9,15,32,127,1,0
4,4,14,2,171,8,15,144,147,1,0
13,4,14,2,171,7,15,388,137,0,0
4,19,47,2,245,8,11,442,141,1,0
13,4,14,2,171,9,15,51,78,1,0
4,15,47,2,279,7,15,488,6,0,0
4,4,47,2,237,9,15,284,249,1,0
13,24,48,2,285,9,15,433,304,0,0
4,52,47,2,243,7,3,576,294,1,0
4,15,47,2,279,9,8,488,6,0,0
13,4,14,2,171,9,15,51,78,1,0
4,4,47,2,237,9,15,284,249,1,0
13,4,14,2,171,7,15,388,137,1,0
4,4,14,2,171,6,15,144,147,0,0
4,4,14,2,171,9,15,144,147,0,0
4,4,14,2,171,10,15,144,147,0,0
4,4,47,2,237,9,15,284,249,1,0
13,4,14,2,171,9,15,388,137,0,0
4,4,47,2,237,9,15,284,249,1,0
4,52,47,2,243,7,3,576,294,1,0
4,4,47,2,237,9,15,284,249,1,0
4,48,57,2,248,0,16,531,268,1,0
13,4,14,2,171,9,15,388,137,1,0
4,77,71,2,125,9,15,32,127,1,0
13,4,14,2,171,4,15,388,137,0,0
13,4,14,2,171,9,15,51,78,1,0
4,48,57,2,248,0,16,531,268,1,0
4,4,14,2,171,6,15,144,147,0,0
13,4,14,2,171,9,15,51,78,1,0
13,4,14,2,171,9,15,51,78,1,0
4,52,47,2,243,11,3,576,294,1,0
1,4,9,2,178,9,15,252,285,1,0
4,9,47,2,259,10,16,3,0,0,0
4,48,57,2,248,0,16,531,268,1,0
13,4,14,2,171,9,15,51,78,1,0
4,9,47,2,273,10,16,3,0,0,0
4,9,47,2,45,10,16,3,0,0,0
4,48,57,2,248,0,16,531,268,1,0
1,4,52,2,279,9,15,149,68,1,0
4,15,47,2,279,2,11,488,6,0,0
4,4,47,2,237,9,15,284,249,1,0
4,77,71,2,125,9,15,32,127,1,0
4,4,47,2,237,9,15,284,249,1,0
13,4,14,2,171,7,15,388,137,0,0
4,4,14,2,171,7,15,144,147,1,0
4,77,71,2,125,9,15,32,127,1,0
13,4,14,2,171,7,15,388,137,0,0
13,4,14,2,171,9,15,51,78,1,0
4,4,14,2,171,7,15,144,147,1,0
13,24,48,2,285,9,15,433,304,0,0
4,48,57,2,248,0,16,531,268,1,0
4,77,71,2,125,9,15,32,127,1,0
4,77,71,2,125,9,15,32,127,1,0
13,19,47,2,245,8,11,442,141,1,0
13,4,14,2,171,9,15,51,78,1,0
4,15,47,2,279,7,11,488,6,0,0
4,9,47,2,224,10,16,3,0,0,0
4,4,14,2,171,9,15,144,147,1,0
13,4,14,2,171,9,15,51,78,1,0
19,53,14,2,178,5,15,143,145,0,0
1,4,39,2,130,9,15,337,164,1,0
4,9,47,2,199,10,16,3,0,0,0
4,48,57,2,248,0,16,531,268,1,0
4,9,47,2,279,10,16,3,0,0,0
4,15,47,2,279,10,15,488,6,0,0
4,52,47,2,243,6,3,576,294,0,0
4,19,47,2,245,8,11,442,141,1,0
4,9,47,2,83,10,16,3,0,0,0
4,48,57,2,248,0,16,531,268,1,0
4,15,47,2,279,2,8,488,6,0,0
4,4,47,2,237,9,15,284,249,1,0
4,77,71,2,125,9,15,32,127,1,0
4,52,47,2,243,8,3,576,294,0,0
4,19,47,2,245,8,11,442,141,1,0
4,77,71,2,125,9,15,32,127,1,0
1,4,16,2,174,9,15,175,127,1,0
13,4,14,2,171,7,15,388,137,1,0
4,52,47,2,243,7,3,576,294,0,0
4,52,47,2,243,10,3,576,294,0,0
4,4,47,2,237,9,15,284,249,1,0
4,4,47,2,237,9,15,284,249,1,0
4,4,14,2,171,7,15,144,147,0,0
4,4,47,2,237,9,15,284,249,1,0
4,9,47,2,279,10,16,3,0,0,0
4,52,47,2,243,7,3,576,294,0,0
4,77,71,2,125,9,15,32,127,1,0
4,48,57,2,248,0,16,531,268,1,0
4,77,14,2,45,7,11,133,56,1,0
4,4,47,2,237,9,15,284,249,1,0
4,77,14,2,45,7,11,133,56,1,0
4,19,47,2,245,8,11,442,141,1,0
4,15,47,2,279,9,15,488,6,0,0
4,77,71,2,125,9,15,32,127,1,0
4,77,71,2,125,9,15,32,127,1,0
4,4,47,2,237,9,15,284,249,1,0
4,52,47,2,243,9,3,576,294,1,0
1,4,9,2,180,9,15,475,23,1,0
4,4,47,2,237,9,15,284,249,1,0
4,77,14,2,45,9,11,133,56,1,0
4,4,47,2,237,9,15,284,249,1,0
4,77,71,2,125,9,15,32,127,1,0
1,4,71,2,152,9,15,455,228,1,0
4,9,47,2,165,10,16,3,0,0,0
19,53,14,2,178,5,15,143,145,0,0
4,4,14,2,171,10,15,144,147,1,0
13,24,48,2,285,9,15,433,304,0,0
4,4,47,2,237,9,15,284,249,1,0
4,4,47,2,237,9,15,284,249,1,0
4,19,47,2,245,8,11,442,141,1,0
13,4,14,2,171,7,15,388,137,1,0
4,15,47,2,279,7,11,488,6,0,0
19,53,14,2,178,5,15,143,145,0,0
4,4,14,2,171,7,15,144,147,0,0
4,4,14,2,171,7,15,144,147,1,0
4,4,14,2,171,10,15,144,147,0,0
4,4,14,2,171,2,15,144,147,1,0
4,77,14,2,45,10,11,133,56,1,0
4,19,47,2,245,8,11,442,141,1,0
4,19,47,2,245,8,11,442,141,1,0
1,4,39,2,75,9,15,470,191,1,0
4,4,47,2,237,9,15,284,249,1,0
4,77,71,2,125,9,15,32,127,1,0
4,4,14,2,171,7,15,144,147,0,0
13,4,14,2,171,9,15,388,137,0,0
4,77,71,2,125,9,15,32,127,1,0
4,19,47,2,245,8,11,442,141,1,0
4,48,57,2,248,0,16,531,268,1,0
4,48,57,2,248,0,16,531,268,1,0
13,4,14,2,171,9,15,388,137,0,0
1,4,13,2,148,9,15,296,96,1,0
4,19,47,2,245,8,11,442,141,1,0
13,4,14,2,171,9,15,388,137,0,0
4,77,14,2,45,9,11,133,56,1,0
4,4,47,2,237,9,15,284,249,1,0
13,4,14,2,171,9,15,388,137,1,0
4,9,47,2,207,10,16,3,0,0,0
4,77,71,2,125,9,15,32,127,1,0
19,53,14,2,178,5,15,143,145,0,0
13,4,14,2,171,9,15,51,78,1,0
1,4,6,2,94,9,15,208,191,1,0
13,4,14,2,171,9,15,388,137,0,0
14,35,14,0,279,5,15,103,89,0,0
4,14,48,2,263,10,6,116,57,1,0
4,35,47,0,160,10,15,469,60,0,0
4,31,39,0,160,6,16,328,250,1,0
4,14,67,2,161,2,8,56,250,1,0
13,4,38,2,97,7,16,555,87,1,0
4,35,47,0,160,10,3,469,60,1,0
13,35,73,0,279,7,15,0,181,0,0
14,35,14,0,279,5,15,506,89,0,0
13,74,14,2,279,10,15,422,14,1,0
4,77,39,2,250,7,4,87,127,1,0
14,35,14,0,279,5,15,433,89,0,0
4,14,67,2,161,2,8,56,250,1,0
4,14,67,2,161,2,8,56,250,1,0
13,4,38,2,97,7,16,555,87,1,0
13,35,73,0,279,7,15,0,181,0,0
4,14,48,2,263,10,6,116,57,1,0
13,4,38,2,97,7,16,555,87,1,0
13,4,38,2,97,7,16,555,87,1,0
4,77,39,2,250,7,4,87,127,1,0
4,77,39,0,259,7,1,92,93,1,0
13,35,73,0,279,7,15,0,181,0,0
4,40,48,2,148,10,11,461,287,0,0
13,4,38,2,97,7,16,555,87,1,0
18,77,39,0,259,7,4,149,127,0,0
4,35,48,0,160,10,8,525,191,0,0
4,77,39,0,259,7,1,92,93,1,0
4,40,48,2,148,10,11,461,287,0,0
18,77,39,0,259,7,4,149,141,0,0
13,35,73,0,279,7,15,0,181,0,0
4,77,48,2,250,6,15,131,96,0,0
18,77,39,0,259,7,4,149,291,0,0
13,74,14,2,59,7,15,422,14,1,0
4,77,39,0,259,7,1,92,93,1,0
4,35,47,0,160,10,15,469,60,1,0
18,77,39,0,259,7,4,149,1,0,0
13,35,80,0,93,7,15,23,181,0,0
4,77,48,2,250,6,15,131,96,0,0
4,14,67,2,161,2,8,56,250,0,0
4,14,67,2,161,2,8,56,250,0,0
4,31,39,0,160,6,16,328,249,1,0
13,74,14,2,192,2,15,422,14,1,0
18,77,39,0,259,7,4,149,249,0,0
18,77,39,0,259,7,4,149,54,0,0
4,31,39,0,160,6,16,328,310,1,0
4,35,48,0,160,10,8,525,191,0,0
4,35,48,0,160,10,8,525,191,0,0
4,31,39,0,160,6,16,328,228,1,0
4,35,48,0,160,10,8,525,191,0,0
4,77,39,2,250,7,4,87,127,1,0
18,77,39,0,259,7,4,149,250,0,0
14,35,14,0,279,5,15,284,89,0,0
4,14,48,2,263,10,6,116,57,1,0
13,35,80,0,93,7,15,23,181,0,0
4,77,39,2,250,7,4,87,127,1,0
13,35,73,0,279,7,15,0,181,0,0
4,77,39,2,250,7,4,87,127,1,0
14,35,14,0,279,5,15,81,89,0,0
